article_id,title,cluster_description,cluster_id
215110,gWaveNet: Classification of Gravity Waves from Noisy Satellite Data using Custom Kernel Integrated Deep Learning Method,Atmospheric Weather and Climate Forecasting,59
184696,$\textit{A Contrario}$ Paradigm for YOLO-based Infrared Small Target Detection,Multifocus Infrared Target Detection,383
113829,HyperTuning: Toward Adapting Large Language Models without Back-propagation,Parameter Efficient Adaptation for Language Models,115
131363,One Single Deep Bidirectional LSTM Network for Word Sense Disambiguation of Text Data,Contextual Word Sense Modeling,28
220808,Implicit neural representation for change detection,3D Point Cloud Processing and Analysis,66
34225,BLADYG: A Graph Processing Framework for Large Dynamic Graphs,Community Detection in Complex Networks,33
13616,SCORE: Self-supervised Correspondence Fine-tuning for Improved Content Representations,Automatic Speech Recognition Systems,14
122662,"Artificial Intelligence : from Research to Application ; the Upper-Rhine Artificial Intelligence Symposium (UR-AI 2019)",International Conference Proceedings and Symposia,317
124897,Temporal-Aware Spiking Transformer Hashing Based on 3D-DWT,Hashing for Information Retrieval,240
67939,Generating Synthetic Free-text Medical Records with Low Re-identification Risk using Masked Language Modeling,Privacy-Preserving Encrypted Computation,165
18956,Localizing Moments in Long Video Via Multimodal Guidance,Video Grounding and Captioning,174
157805,When the Few Outweigh the Many: Illicit Content Recognition with Few-Shot Learning,Fewshot Meta-Learning Approaches,129
135201,Contextual Local Explanation for Black Box Classifiers,Explainable Artificial Intelligence (XAI),18
48119,Beyond Attention or Similarity: Maximizing Conditional Diversity for Token Pruning in MLLMs,Network Pruning and Compression Techniques,56
105220,Constrained Thompson Sampling for Wireless Link Optimization,Contextual Bandit Methods,54
191540,Explainable Decision Making with Lean and Argumentative Explanations,Explainable Artificial Intelligence (XAI),18
155845,When Deep Learning Met Code Search,Open Source Software Repositories and Snippets,230
116166,A Taxonomy of Loss Functions for Stochastic Optimal Control,Optimization Algorithms for Machine Learning,13
162856,Finite-state Strategies in Delay Games,Game Theory and Nash Equilibria,15
151264,Active Learning for Black-Box Adversarial Attacks in EEG-Based Brain-Computer Interfaces,EEG-based Brain-Computer Interfaces for Sleep and Seizure Detection,37
257682,EchoScene: Indoor Scene Generation via Information Echo over Scene Graph Diffusion,Generative Diffusion and Flow Models,55
272243,Research on Train Shunting Impedance Based on Transmission Line Theory,Spatiotemporal Traffic Forecasting,73
191998,Handwriting Profiling using Generative Adversarial Networks,Generative Adversarial Networks,46
207867,On-Sensor Binarized Fully Convolutional Neural Network with A Pixel Processor Array,Network Pruning and Compression Techniques,56
263555,Spark Deficient Gabor Frame Provides a Novel Analysis Operator for Compressed Sensing,Compressed Sensing and Sparse Signal Recovery,127
25730,Threats, Protection and Attribution of Cyber Attacks on Critical Infrastructures,Cyber Threat Intelligence and Forensics,326
152351,Individual Treatment Effect Estimation Through Controlled Neural Network Training in Two Stages,Causal Inference and Treatment Effects,171
189719,pyPPG: A Python toolbox for comprehensive photoplethysmography signal analysis,Remote PPG for Physiological Sensing,360
171970,A Coordination-based Approach for Focused Learning in Knowledge-Based Systems,Question Answering from Reading Passages,48
239347,Token-level Accept or Reject: A Micro Alignment Approach for Large Language Models,Human Preference Alignment,263
254331,Learning Robust Representations for Malicious Content Detection via Contrastive Sampling and Uncertainty Estimation,Contrastive Selfsupervised Learning,218
222063,Fractal property of the graph homomorphism order,Domination and Coloring on Graphs,7
263319,A Sentiment Analysis of Breast Cancer Treatment Experiences and Healthcare Perceptions Across Twitter,Social Media Misinformation and Political News,2
28821,HybridFusion: LiDAR and Vision Cross-Source Point Cloud Fusion,3D Point Cloud Processing and Analysis,66
88043,"Retweet Us, We Will Retweet You: Spotting Collusive Retweeters Involved in Blackmarket Services",Social Media Misinformation and Political News,2
106526,Bridging the Knowledge Gap: Enhancing Question Answering with World and Domain Knowledge,Question Answering from Reading Passages,48
245251,Hybrid Precoding Architecture for Massive Multiuser MIMO with Dissipation: Sub-Connected or Fully-Connected Structures?,Massive MIMO Beamforming and Precoding,9
125322,Deep learning for predicting refractive error from retinal fundus images,Retinal Imaging for Ocular Diseases,102
205964,The Next Evolution of Artificial Sense of Touch,"Haptic and Tactile Interaction Haptic and Tactile Interaction",450
79630,Event-Based Motion Magnification,Event Camera Sensing and Processing,179
9870,An adaptive and fully automatic method for estimating the 3D position of bendable instruments using endoscopic images,Endoscopic Surgical Phase Recognition,74
63492,Salient Object Subitizing,Saliency Detection and Mapping,113
214491,Opinion Manipulation in Social Networks,Bounded Confidence Opinion Dynamics,268
266962,FAIR: A Hadoop-based Hybrid Model for Faculty Information Retrieval System,Bibliometric Journal Science,25
259019,Improving Automatic Speech Recognition for Non-Native English with Transfer Learning and Language Model Decoding,Automatic Speech Recognition Systems,14
159948,Robust Loss Functions for Object Grasping under Limited Ground Truth,Robotic Grasping and Dexterity,190
191469,Attention-based CT Scan Interpolation for Lesion Segmentation of Colorectal Liver Metastases,Medical Imaging Reconstruction Techniques,41
163388,Low Latency Anomaly Detection and Bayesian Network Prediction of Anomaly Likelihood,Anomaly Detection for Predictive Faults,23
229034,A comparison of LSTM and GRU networks for learning symbolic sequences,Recurrent Neural Networks (RNNs),264
88932,Deep Learning for Malicious Flow Detection,Android Malware Detection and Classification,125
146094,An Intrusion Detection System based on Deep Belief Networks,IoT Intrusion Detection and DDoS Attacks,31
276130,A Semantic Segmentation Network Based Real-Time Computer-Aided Diagnosis System for Hydatidiform Mole Hydrops Lesion Recognition in Microscopic View,Medical Imaging Reconstruction Techniques,41
227307,UMIFormer: Mining the Correlations between Similar Tokens for Multi-View 3D Reconstruction,Multi-View Point Cloud Registration,201
51829,Unsupervised Anomaly and Change Detection with Multivariate Gaussianization,Anomaly Detection for Predictive Faults,23
5639,Guarding Machine Learning Hardware Against Physical Side-Channel Attacks,Trusted Execution Environments and Side-Channel Security,81
262633,Promises and pitfalls of deep neural networks in neuroimaging-based psychiatric research,"AI in Clinical Mental Health LLMs for Psychiatric Care",194
113415,A PTAS for Triangle-Free 2-Matching,Domination and Coloring on Graphs,7
136047,A Comprehensive Study on Quality Assurance Tools for Java,Software Engineering and Agile Methodologies,71
25685,"A K-Means, Ward and DBSCAN repeatability study",Clustering and Coreset Methods,72
99200,Vision-Language-Vision Auto-Encoder: Scalable Knowledge Distillation from Diffusion Models,Vision-Language Pretraining Models,237
196149,MEADE: Towards a Malicious Email Attachment Detection Engine,Android Malware Detection and Classification,125
171652,Towards Stable and Efficient Training of Verifiably Robust Neural Networks,Adversarial Machine Learning Robustness,6
234069,AIP: Subverting Retrieval-Augmented Generation via Adversarial Instructional Prompt,Retrieval-Augmented Generation Systems,64
212524,Neural Networks Classifier for Data Selection in Statistical Machine Translation,Neural Machin,22
163177,RRT* Combined with GVO for Real-time Nonholonomic Robot Navigation in Dynamic Environment,Deep Reinforcement for Collision-Free Navigation,413
182111,Real-time low-resource phoneme recognition on edge devices,Automatic Speech Recognition Systems,14
24857,Optimal Routing Strategies for Autonomous Underwater Vehicles in Time-Varying Environment,Routing and Scheduling Optimization,183
172236,Characterizing & Finding Good Data Orderings for Fast Convergence of Sequential Gradient Methods,Optimization Algorithms for Machine Learning,13
117612,Kangaroo: A Private and Amortized Inference Framework over WAN for Large-Scale Decision Tree Evaluation,Privacy-Preserving Encrypted Computation,165
254092,Challenges in Automatic Speech Recognition for Adults with Cognitive Impairment,Automatic Speech Recognition Systems,14
180376,Real-Time 2D LiDAR Object Detection Using Three-Frame RGB Scan Encoding,Realtime Small Object Detection using YOLO Architectures,319
6719,Spacecube: A fast inverse hyperspectral georectification system,Hyperspectral Image Analysis and Processing,109
190695,Vehicle-Human Interactive Behaviors in Emergency: Data Extraction from Traffic Accident Videos,Pedestrian and Vehicle Interaction Simulation,382
57109,Hybrid Beamforming Structure for Massive MIMO System: Full-connection v.s. Partial-connection,Massive MIMO Beamforming and Precoding,9
108195,What explains the success of cross-modal fine-tuning with ORCA?,Domain Adaptation and Generalization,24
40795,"Joint Communication, Computation, Caching, and Control in Big Data Multi-access Edge Computing",Mobile Edge Computing Offloading,143
111088,Safe Robot Navigation in Cluttered Environments using Invariant Ellipsoids and a Reference Governor,Safety-Critical Control via Barrier Functions,193
22883,Knowledge-Based Distant Regularization in Learning Probabilistic Models,Bayesian Inference Methods,47
270661,Cross-Database Micro-Expression Recognition: A Benchmark,Facial Expression Recognition using Action Units,169
136220,Extended Fiducial Inference: Toward an Automated Process of Statistical Inference,Bayesian Inference Methods,47
26495,True Asymptotic Natural Gradient Optimization,Optimization Algorithms for Machine Learning,13
225157,Optimization of circuitry arrangements for heat exchangers using derivative-free optimization,Optimization Algorithms for Machine Learning,13
199646,Locality Preserving Projections for Grassmann manifold,Manifold Learning and Dimensionality Reduction,235
108948,Benefits of Coded Placement for Networks with Heterogeneous Cache Sizes,Coded Caching and Delivery Schemes,269
126276,Integrating Sub-6 GHz and Millimeter Wave to Combat Blockage: Delay-Optimal Scheduling,MmWave Beam Blockage Analysis,184
221,"FrugalScore: Learning Cheaper, Lighter and Faster Evaluation Metricsfor Automatic Text Generation",Controlled Natural Language Generation,354
221725,But How Does It Work in Theory? Linear SVM with Random Features,Support Vector Machines Theory,283
262982,Expert Human-Level Driving in Gran Turismo Sport Using Deep Reinforcement Learning with Image-based Representation,Deep Q-Learning for Reinforcement Learning,484
95364,Frontier AI Regulation: Managing Emerging Risks to Public Safety,AI Ethics and Governance Frameworks,29
49112,ECG-MoE: Mixture-of-Expert Electrocardiogram Foundation Model,ECG Arrhythmia Classification and Diagnosis,177
179487,Trilaminar Multiway Reconstruction Tree for Efficient Large Scale Structure from Motion,SfM and Camera Pose Estimation,247
178514,Practical Riemannian Neural Networks,Neural Network Optimization and Analysis,11
105400,AI Safety as Control of Irreversibility: A Systems Framework for Decision-Energy and Sovereignty Boundaries,AI Ethics and Governance Frameworks,29
157184,Generating Question Titles for Stack Overflow from Mined Code Snippets,Open Source Software Repositories and Snippets,230
99662,Community Detection in the Hypergraph SBM: Exact Recovery Given the Similarity Matrix,Community Detection in Complex Networks,33
243359,Optimal Placement of Limited PMUs for Transmission Line Outage Detection and Identification,Anomaly Detection for Predictive Faults,23
189851,About Learning in Recurrent Bistable Gradient Networks,Recurrent Neural Networks (RNNs),264
94417,PAVE: An End-to-End Dataset for Production Autonomous Vehicle Evaluation,Scenario Testing for Autonomous Vehicles,195
111084,The OxMat dataset: a multimodal resource for the development of AI-driven technologies in maternal and newborn child health,Electronic Health Records for Sepsis and Diabetes,38
61881,"BlockPKI: An Automated, Resilient, and Transparent Public-Key Infrastructure",Blockchain and Smart Contract Transactions,3
258320,The Benefits of Diversity: Combining Comparisons and Ratings for Efficient Scoring,Human Preference Alignment,263
155627,Large Motion Video Super-Resolution with Dual Subnet and Multi-Stage Communicated Upsampling,Image and Video Super-Resolution Restoration,58
25163,Energy Efficient Distributed Worst Case Robust Power Allocation in Massive MIMO,Massive MIMO Beamforming and Precoding,9
839,Fundamental Resource Trade-offs for Encoded Distributed Optimization,Coded Distributed Computing for Stragglers,290
46338,Multi-Contact Force-Sensing Guitar for Training and Therapy,Tactile Sensing and Vision-Based Touch,266
199321,"Trees, Forests, Chickens, and Eggs: When and Why to Prune Trees in a Random Forest",Ensemble Tree Methods,110
248544,Stories for Images-in-Sequence by using Visual and Narrative Components,Image Captioning Models and Evaluation,207
144938,RL-VLA$^3$: A Flexible and Asynchronous Reinforcement Learning Framework for VLA Training,Embodied Vision-Language-Action Models,126
263515,Sentence Centrality Revisited for Unsupervised Summarization,Text Summarization Techniques,68
97209,Redefining Neural Architecture Search of Heterogeneous Multi-Network Models by Characterizing Variation Operators and Model Components,Neural Architecture Search Methods,86
40977,Detection of speech events and speaker characteristics through photo-plethysmographic signal neural processing,Remote PPG for Physiological Sensing,360
87185,Towards Unsupervised Speech Recognition at the Syllable-Level,Automatic Speech Recognition Systems,14
19231,Proceedings Tenth International Workshop on Computing with Terms and Graphs,International Conference Proceedings and Symposia,317
104477,One STEP at a time: Language Agents are Stepwise Planners,Agentic Protocols and Contextual Systems,256
213903,On Games and Computation,Game Theory and Nash Equilibria,15
176594,A Generalized Space-Efficient Algorithm for Quantum Bit String Comparators,Quantum Computing Circuits,8
137405,Counting invariant subspaces and decompositions of additive polynomials,Algebraic Geometry of Polynomial Systems,83
255549,Spectral feature scaling method for supervised dimensionality reduction,Manifold Learning and Dimensionality Reduction,235
288077,Dual combination combination multi switching synchronization of eight chaotic systems,Networked Multiagent Synchronization Control,103
220002,Plug-and-Play Secondary Control for Safety of LTI Systems under Attacks,Stealthy Injection Attacks on Cyber-Physical Systems,202
4689,Development of An Autonomous Bridge Deck Inspection Robotic System,Robotics Operating System and Frameworks,477
265700,Identifying Corresponding Patches in SAR and Optical Images with a Pseudo-Siamese CNN,SAR Radar Image Analysis and Target Recognition,462
42779,The Time Perception Control and Regulation in VR Environment,Immersive Technologies for Visual Impairment,32
255203,Heuristics-based Query Reordering for Federated Queries in SPARQL 1.1 and SPARQL-LD,Knowledge Graph Querying with RDF,414
175508,Xu: An Automated Query Expansion and Optimization Tool,Hashing for Information Retrieval,240
230450,CUAOA: A Novel CUDA-Accelerated Simulation Framework for the QAOA,Quantum Computing Circuits,8
42300,Improved SINR Approximation for Downlink SDMA-based Networks with Outdated Channel State Information,Radio Access Network Technologies,474
15871,Stability Analysis of a Quantum Network with Max-Weight Scheduling,Quantum Networking and Entanglement Distribution,430
225967,Learning to Select: A Fully Attentive Approach for Novel Object Captioning,Image Captioning Models and Evaluation,207
119128,Differentiable Collision-Supervised Tooth Arrangement Network with a Decoupling Perspective,Deformable Registration for Dental Imaging,112
198150,Imitation and Transfer Learning for LQG Control,Imitation Learning from Expert Demonstrations,378
74405,Single-Channel Multi-talker Speech Recognition with Permutation Invariant Training,Automatic Speech Recognition Systems,14
277194,LCE-Calib: Automatic LiDAR-Frame/Event Camera Extrinsic Calibration With A Globally Optimal Solution,Event Camera Sensing and Processing,179
222520,Landslide Detection and Segmentation Using Remote Sensing Images and Deep Neural Network,Geohazards and Damage Assessment,181
229608,Enabling Energy-Efficient Deployment of Large Language Models on Memristor Crossbar: A Synergy of Large and Small,In-Memory Computing Architectures,442
6139,Structured backward errors in linearizations,Matrix Eigenproblems and Decompositions,357
168257,Traffic Flow Forecasting Using a Spatio-Temporal Bayesian Network Predictor,Spatiotemporal Traffic Forecasting,73
225412,Low-Latency Millimeter-Wave Communications: Traffic Dispersion or Network Densification?,MmWave Beam Blockage Analysis,184
248740,Human-Level and Beyond: Benchmarking Large Language Models Against Clinical Pharmacists in Prescription Review,AI in Clinical Mental Health LLMs for Psychiatric Care,194
952,Autonomous Highway Driving using Deep Reinforcement Learning,Deep Reinforcement for Collision-Free Navigation,413
278963,Variable Inertia Model Predictive Control for Fast Bipedal Maneuvers,Model Predictive Control Schemes,160
180820,Non-linear maximum rank distance codes in the cyclic model for the field reduction of finite geometries,Selfdual Cyclic Codes and LCD Theory,34
1775,ShiftAddViT: Mixture of Multiplication Primitives Towards Efficient Vision Transformer,Vision Transformers and Self-Attention,92
202132,ProtLLM: An Interleaved Protein-Language LLM with Protein-as-Word Pre-Training,Protein-Ligand Binding and Docking,104
182218,Efficient Multi-Dimensional Mapping Using QAM Constellations for BICM-ID,Probabilistic Shaping for Fiber Communications,304
41085,One Student Knows All Experts Know: From Sparse to Dense,Knowledge Distillation Techniques,67
152723,Resource Allocation for CoMP in Cellular Networks with Base Station Switching,Radio Access Network Technologies,474
112180,Exact Weighted Minwise Hashing in Constant Time,Hashing for Information Retrieval,240
280219,User-based solutions for increasing level of service in bike-sharing transportation systems,On-Demand Transit and Mobility,94
146840,Robust Contraction Decomposition for Minor-Free Graphs and its Applications,Planar Graph Theory and Drawings,176
36482,Generative Tomography Reconstruction,Medical Imaging Reconstruction Techniques,41
261437,Argus++: Robust Real-time Activity Detection for Unconstrained Video Streams with Overlapping Cube Proposals,Video Action Detection,69
27527,Including connecting elements into the Lagrange multiplier state-space substructuring formulation,State Space Models for Sequence Processing,204
216857,Error estimates for a POD method for solving viscous G-equations in incompressible cellular flows,Turbulent Fluid Dynamics Simulation,471
76297,Social Interactions in Large Networks: A Game Theoretic Approach,Game Theory and Nash Equilibria,15
71856,Explainable Graph Neural Networks Under Fire,Graph Neural Networks for Node Analysis,4
268152,Flow-Guided Transformer for Video Inpainting,Computational Image Restoration and Generation,301
193079,Real time state monitoring and fault diagnosis system for motor based on LabVIEW,Anomaly Detection for Predictive Faults,23
228739,Finding Representative Group Fairness Metrics Using Correlation Estimations,Algorithmic Fairness and Bias Detection,36
204641,Safe Learning of Uncertain Environments,Safety-Critical Control via Barrier Functions,193
28210,Explainable cardiac pathology classification on cine MRI with motion characterization by semi-supervised learning of apparent flow,Left Ventricle Myocardium Imaging,345
262684,Towards Visual-Prompt Temporal Answering Grounding in Medical Instructional Video,Visual Question Answering Systems,78
255366,Contour-guided Image Completion with Perceptual Grouping,Computational Image Restoration and Generation,301
52991,A Time Attention based Fraud Transaction Detection Framework,Financial Crime and Fraud Detection,251
205879,Towards Consistent Batch State Estimation Using a Time-Correlated Measurement Noise Model,State Estimation and Filtering Methods,229
234667,Addressing Semantic Drift in Question Generation for Semi-Supervised Question Answering,Question Answering from Reading Passages,48
211911,Solve the Puzzle of Instance Segmentation in Videos: A Weakly Supervised Framework with Spatio-Temporal Collaboration,Instance Segmentation and Mask R-CNN,489
101044,Detection of Breast Cancer Lumpectomy Margin with SAM-incorporated Forward-Forward Contrastive Learning,Digital Histopathology of Breast Cancer,49
269970,This Looks Distinctly Like That: Grounding Interpretable Recognition in Stiefel Geometry against Neural Collapse,Fine-Grained Visual Classification,219
52045,FASTER: A Font-Agnostic Scene Text Editing and Rendering Framework,Scene Text Recognition,205
22511,Hardware calibrated learning to compensate heterogeneity in analog RRAM-based Spiking Neural Networks,Neuromorphic Computing and Spiking Neural Networks,293
18949,Can I see an Example? Active Learning the Long Tail of Attributes and Relations,Active and Partial Label Learning,138
23096,A graph neural network-based multispectral-view learning model for diabetic macular ischemia detection from color fundus photographs,Retinal Imaging for Ocular Diseases,102
260716,Anomaly Search over Composite Hypotheses in Hierarchical Statistical Models,Anomaly Detection for Predictive Faults,23
142822,Supervised Neural Networks for Illiquid Alternative Asset Cash Flow Forecasting,Investment and Portfolio Management Strategies,359
41076,Weakly Supervised POS Taggers Perform Poorly on Truly Low-Resource Languages,Dependency Parsing and Treebanks,200
165015,Connectivity of Underlay Cognitive Radio Networks with Directional Antennas,Radio Access Network Technologies,474
83312,Pareto-wise Ranking Classifier for Multi-objective Evolutionary Neural Architecture Search,Neural Architecture Search Methods,86
267731,Low Tensor Train- and Low Multilinear Rank Approximations for De-speckling and Compression of 3D Optical Coherence Tomography Images,Low-Rank Tensor Completion,133
120257,Features in Extractive Supervised Single-document Summarization: Case of Persian News,Text Summarization Techniques,68
148114,Multi-Class Model Fitting by Energy Minimization and Mode-Seeking,Clustering and Coreset Methods,72
3638,MUSE: Parallel Multi-Scale Attention for Sequence to Sequence Learning,Transformer Attention Mechanisms and Models,128
56342,Speech2Video Synthesis with 3D Skeleton Regularization and Expressive Body Poses,Motion and Video Synthesis,376
249528,Weighted Community Detection and Data Clustering Using Message Passing,Community Detection in Complex Networks,33
167748,Connectivity of Ad Hoc Wireless Networks with Node Faults,MANET routing and ad hoc networks,248
86965,Stochastic Optimization for Large-scale Optimal Transport,Optimal Transport Theory and Algorithms,206
255871,LPWAN in the TV White Spaces: A Practical Implementation and Deployment Experiences,LPWA Network Technologies,448
59581,#LaCulturaNonsiFerma: Report on Use and Diffusion of #Hashtags from the Italian Cultural Institutions during the COVID-19 outbreak,COVID-19 Epidemiology and Public Health Response,107
225098,Accelerated Decentralized Optimization with Local Updates for Smooth and Strongly Convex Objectives,Distributed Stochastic Optimization Methods,253
157316,Counterexample-Guided Strategy Improvement for POMDPs Using Recurrent Neural Networks,Recurrent Neural Networks (RNNs),264
59006,Recurrent Neural Network for Learning DenseDepth and Ego-Motion from Video,Depth Estimation and Recovery Techniques,61
56984,Channel Estimation for RIS-Aided mmWave MIMO Channels,Reconfigurable Intelligent Surfaces,62
130518,Left Ventricle Segmentation and Volume Estimation on Cardiac MRI using Deep Learning,Left Ventricle Myocardium Imaging,345
65913,Approximating Score-based Explanation Techniques Using Conformal Regression,Conformal Prediction Theory,353
154685,A Unified Transformer-based Network for multimodal Emotion Recognition,Multimodal Emotion Recognition and Analysis,45
141388,LegalMALR:Multi-Agent Query Understanding and LLM-Based Reranking for Chinese Statute Retrieval,Legal Judgment Prediction and Retrieval,438
220338,Autostackability of Thompson's group $F$,Theory of Automata and Formal Languages,53
55359,Logarithmically Sparse Symmetric Matrices,Sparse Linear Algebra Computations,289
87696,Research on Survivability Strategies of Virtual Network,Virtual Network Function Virtualization,302
194298,SemiCD-VL: Visual-Language Model Guidance Makes Better Semi-supervised Change Detector,Bitemporal Change Detection in Remote Sensing,397
50762,A Generic Methodology for the Statistically Uniform & Comparable Evaluation of Automated Trading Platform Components,Investment and Portfolio Management Strategies,359
288213,Leveraging Technology for Healthcare and Retaining Access to Personal Health Data to Enhance Personal Health and Well-being,Electronic Health Records for Sepsis and Diabetes,38
22734,"All Sparse PCA Models Are Wrong, But Some Are Useful. Part I: Computation of Scores, Residuals and Explained Variance",Robust Principal Component Analysis,197
296913,Neural Co-state Regulator: A Data-Driven Paradigm for Real-time Optimal Control with Input Constraints,Model Predictive Control Schemes,160
266385,Active and Passive IRS Jointly Aided Communication: Deployment Design and Achievable Rate,Reconfigurable Intelligent Surfaces,62
6883,Attention Calibration for Disentangled Text-to-Image Personalization,Text-Conditional Image Synthesis,447
20782,An auto-scaling wide dynamic range current to frequency converter for real-time monitoring of signals in neuromorphic systems,Neuromorphic Computing and Spiking Neural Networks,293
251098,LLMs Can Simulate Standardized Patients via Agent Coevolution,AI in Clinical Mental Health LLMs for Psychiatric Care,194
278196,Bootstrapping Active IPv6 Measurement with IPv4 and Public DNS,Internet Routing Infrastructure and Security,424
79379,iBOT: Image BERT Pre-Training with Online Tokenizer,Masked Image Modeling with MAEs,399
289123,Interactive Augmented Reality-enabled Outdoor Scene Visualization For Enhanced Real-time Disaster Response,Immersive Technologies for Visual Impairment,32
219816,Safety of self-assembled neuromorphic hardware,Memristors for Neuromorphic Computing,214
168569,Nudging the Somas: Exploring How Live-Configurable Mixed Reality Objects Shape Open-Ended Intercorporeal Movements,Immersive Technologies for Visual Impairment,32
169559,Secure Distributed State Estimation of an LTI System over Time-Varying Networks and Analog Erasure Channels,State Estimation and Filtering Methods,229
195771,Balancing Semantic Relevance and Engagement in Related Video Recommendations,Recommender Systems and Collaborative Filtering,16
153260,Large Language Models Enhanced by Plug and Play Syntactic Knowledge for Aspect-based Sentiment Analysis,Aspect-Based Sentiment Analysis,346
169913,Doubly Optimal No-Regret Learning in Monotone Games,Online Convex Optimization and Regret Minimization,216
134515,"Unsupervised Graph Outlier Detection: Problem Revisit, New Insight, and Superior Method",Graph Neural Networks for Node Analysis,4
33530,Learning Deep Neural Networks for Vehicle Re-ID with Visual-spatio-temporal Path Proposals,Person Reidentification Methods,65
81514,On Large Batch Training and Sharp Minima: A Fokker-Planck Perspective,Numerical Analysis of Stochastic Equations,280
141690,Exploring the Impact of Model Scaling on Parameter-Efficient Tuning,Parameter Efficient Adaptation for Language Models,115
159049,"A Multimodal Emotion Recognition System: Integrating Facial Expressions, Body Movement, Speech, and Spoken Language",Multimodal Emotion Recognition and Analysis,45
248049,Block CG algorithms revisited,Sparse Linear Algebra Computations,289
285736,Fast Haar Transforms for Graph Neural Networks,Graph Neural Networks for Node Analysis,4
159715,Robust Dual Control based on Gain Scheduling,Stability and Control of Nonlinear Systems,26
50153,A Study on Altering PostgreSQL from Multi-Processes Structure to Multi-Threads Structure,Concurrent Memory and Replicated Data Consistency,362
12755,Device Heterogeneity in Federated Learning: A Superquantile Approach,Non-IID Federated Learning Systems,19
246036,Towards a Deep Improviser: a prototype deep learning post-tonal free music generator,Symbolic Music Generation and Representation,52
221059,Efficient and Physically-Consistent Modeling of Reconfigurable Electromagnetic Structures,Reconfigurable Intelligent Surfaces,62
214599,Robust Lexical Features for Improved Neural Network Named-Entity Recognition,Biomedical Named Entity Recognition,91
274577,Anomaly detection in the dynamics of web and social networks,Anomaly Detection for Predictive Faults,23
51028,Guarantees for Spectral Clustering with Fairness Constraints,Graph Signal Clustering and Spectral Methods,124
255808,Reducing Catastrophic Forgetting in Modular Neural Networks by Dynamic Information Balancing,Continual and Incremental Learning,42
180121,SciLens: Evaluating the Quality of Scientific News Articles Using Social Media and Scientific Literature Indicators,Social Media Misinformation and Political News,2
52418,Separating Skills and Concepts for Novel Visual Question Answering,Visual Question Answering Systems,78
138155,Active Transfer Learning Network: A Unified Deep Joint Spectral-Spatial Feature Learning Model For Hyperspectral Image Classification,Hyperspectral Image Analysis and Processing,109
235417,Adaptive Ensemble of Classifiers with Regularization for Imbalanced Data Classification,Imbalanced Learning and Classification,298
107688,Neural Architecture Search on Efficient Transformers and Beyond,Neural Architecture Search Methods,86
116588,Reducing Sampling Error in Batch Temporal Difference Learning,Temporal Difference Learning Methods,490
124507,Automatic segmentation of the Foveal Avascular Zone in ophthalmological OCT-A images,Retinal Imaging for Ocular Diseases,102
18297,Zero Sum SVD: Balancing Loss Sensitivity for Low Rank LLM Compression,Low-Rank Matrix Decomposition and Approximation,355
286371,On the importance and feasibility of forecasting data in sensors,Wireless Sensor Network Lifetime Modeling,333
34711,Legendre Decomposition for Tensors,Low-Rank Tensor Completion,133
198990,Explainability Guided Multi-Site COVID-19 CT Classification,COVID-19 Pneumonia X-ray Detection,120
113723,A Convex Relaxation Approach to Higher-Order Statistical Approaches to Signal Recovery,Compressed Sensing and Sparse Signal Recovery,127
89962,A threshold search based memetic algorithm for the disjunctively constrained knapsack problem,Integer Programming and Subset Sum Problems,478
34179,Breaking the mold: The challenge of large scale MARL specialization,Cooperative Multiagent Reinforcement Learning,134
269620,How Small Can Faithful Sets Be? Ordering Topological Descriptors,Topological Data Analysis and Persistence,121
279839,Cooperative Lane Changing via Deep Reinforcement Learning,Cooperative Multiagent Reinforcement Learning,134
201610,DS-Sync: Addressing Network Bottlenecks with Divide-and-Shuffle Synchronization for Distributed DNN Training,Distributed Deep Learning Optimization,146
26813,On the Diagram of Thought,Chain-of-Thought Reasoning Models,163
49062,MMD-ReID: A Simple but Effective Solution for Visible-Thermal Person ReID,Person Reidentification Methods,65
107522,Bubble-Flip -- A New Generation Algorithm for Prefix Normal Words,Combinatorics of Symbolic Words,403
269285,Refactoring Programs Using Large Language Models with Few-Shot Examples,Program Repair and Bug Fixes,294
258619,AN-aided Secure Transmission in Multi-user MIMO SWIPT Systems,Energy Harvesting Secure Communications,39
256878,A Fast Approximation Algorithm for the Minimum Balanced Vertex Separator in a Graph,Hypergraph Partitioning and Clustering,472
126510,End-to-end learning for music audio tagging at scale,Acoustic Sound Event Detection,123
95327,Quantifying and Improving Performance of Distributed Deep Learning with Cloud Storage,Distributed Deep Learning Optimization,146
61500,Scaling Neural Face Synthesis to High FPS and Low Latency by Neural Caching,Motion and Video Synthesis,376
127014,Multi-scale Self-calibrated Network for Image Light Source Transfer,Unpaired Image Translation,303
250306,Robot Fleet Learning via Policy Merging,Agentic Multiagent Systems,425
30409,XAI in the context of Predictive Process Monitoring: Too much to Reveal,Explainable Artificial Intelligence (XAI),18
27973,5Gperf: signal processing performance for 5G,Radio Access Network Technologies,474
18483,ASMR: Learning Attribute-Based Person Search with Adaptive Semantic Margin Regularizer,Person Reidentification Methods,65
189449,GPSPiChain-Blockchain based Self-Contained Family Security System in Smart Home,Blockchain and Smart Contract Transactions,3
213711,Efficient Encryption from Random Quasi-Cyclic Codes,Selfdual Cyclic Codes and LCD Theory,34
